"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DEU","Germany","2008","2008",8.72,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DEU","Germany","2009","2009",9.47,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DEU","Germany","2010","2010",10.3,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DEU","Germany","2011","2011",10.91,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DEU","Germany","2012","2012",11.29,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DEU","Germany","2013","2013",11.59,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DEU","Germany","2014","2014",11.61,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DEU","Germany","2015","2015",11.81,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DEU","Germany","2016","2016",12.13,,
"IPINMRIH","Magnetic Resonance Imaging units, in hospitals","NBMILPNB","Per million population","DEU","Germany","2017","2017",12.39,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2000","2000",9.39,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2001","2001",10.48,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2002","2002",11.53,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2003","2003",12.25,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2004","2004",12.36,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2005","2005",12.79,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2006","2006",13.68,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2007","2007",14.25,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2008","2008",14.88,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2009","2009",15.68,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2010","2010",16.74,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2011","2011",17.95,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2012","2012",17.37,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2013","2013",17.32,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2014","2014",18.89,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2015","2015",21.82,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2016","2016",22.36,,
"IPINMRIA","Magnetic Resonance Imaging units, in ambulatory sector","NBMILPNB","Per million population","DEU","Germany","2017","2017",22.32,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2000","2000",0.5,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2001","2001",0.6,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2002","2002",0.62,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2003","2003",0.68,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2004","2004",0.76,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2005","2005",0.76,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2006","2006",0.87,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2007","2007",0.96,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2008","2008",0.93,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2009","2009",1.18,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2010","2010",1.37,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2011","2011",1.49,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2012","2012",1.57,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2013","2013",1.59,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2014","2014",1.54,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2015","2015",1.53,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2016","2016",1.52,,
"IPINPETH","Positron Emission Tomography (PET) scanners, in hospitals","NBMILPNB","Per million population","DEU","Germany","2017","2017",1.52,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2002","2002",6.68,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2003","2003",6.97,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2004","2004",7.27,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2005","2005",7.36,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2006","2006",7.36,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2007","2007",7.43,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2008","2008",7.23,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2009","2009",7.26,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2010","2010",7.09,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2011","2011",7.14,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2012","2012",6.75,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2013","2013",6.72,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2014","2014",6.8,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2015","2015",6.73,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2016","2016",6.5,,
"IPINGAMH","Gamma cameras, in hospitals","NBMILPNB","Per million population","DEU","Germany","2017","2017",6.27,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2000","2000",4.76,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2001","2001",4.69,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2002","2002",4.57,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2003","2003",4.63,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2004","2004",4.73,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2005","2005",4.7,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2006","2006",4.67,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2007","2007",4.67,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2008","2008",4.69,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2009","2009",4.76,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2010","2010",4.99,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2011","2011",5.02,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2012","2012",5.01,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2013","2013",5.08,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2014","2014",5.25,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2015","2015",5.19,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2016","2016",5.15,,
"IPINRTEH","Radiation therapy equipment, in hospitals","NBMILPNB","Per million population","DEU","Germany","2017","2017",5.11,,
